,0,1,2,3,4,5,6,7,8,9
0,1.901499975690302e-10,2.2311146603841807e-10,1.9945383151963384e-10,2.2845856732295505e-10,1.4976751083957828e-10,2.0056466626640512e-10,2.199752684804494e-10,2.348286738662566e-10,1.7057579294647838e-10,2.373075554217131e-10
1,1.9858443340458585e-10,2.1091462672106512e-10,1.6052474009195573e-10,1.9584856888466008e-10,2.2759252496835286e-10,2.4791290654803025e-10,2.569672649607328e-10,2.1675531229100927e-10,1.7022704074318576e-10,1.9098755401301737e-10
