,0,1,2,3,4,5,6,7,8,9
0,24186.153030472105,24898.025844483036,26973.115012816437,24614.32328518721,26894.14788045187,25945.778258491726,23277.862613229707,23509.446824232233,26864.449098652978,23699.53037493376
1,25547.457285414406,24174.508653171197,26786.59123901949,24820.272845809606,24438.75452884744,21766.267157877803,22772.586017667214,25238.633112417192,25432.018040687508,22660.1982221438
