,0,1,2,3,4,5,6,7,8,9
0,4.598996939948464e-06,5.555035047625032e-06,5.379891137325996e-06,5.623353033357922e-06,4.027869584206797e-06,5.203806357436543e-06,5.120554077996221e-06,5.5206922210637324e-06,4.582424707073038e-06,5.624077617918167e-06
1,5.073327329951878e-06,5.0987574687487615e-06,4.299910596593062e-06,4.8610149161786e-06,5.562077850302157e-06,5.39613855581042e-06,5.85180914504297e-06,5.470607802080195e-06,4.3292171711935476e-06,4.327815831897369e-06
