% Model:              Simulaciones Comsol.mph
% Version:            COMSOL 5.5.0.359
% Date:               Jul 17 2024, 13:57
% Dimension:          3
% Nodes:              426
% Expressions:        1
% Description:        Surface
% x                       y                        z                        Color
3.6440066318766893        4999.999999999942        52.37907167006259        0.022969163165588332
3.6681543216158534        5000                     59.48723125509675        0.018132527810057666
5.541567698903118         5000                     58.50691684148204        0.026136698881231282
46.56802939865959         5000.000000000058        66.5680293986596         0.007198479664416715
43.0521023089388          5000                     62.83499450233485        0.021984955508551802
42.597250981618004        5000                     63.267336476840825       0.022667865474178296
42.26598333987021         5000                     63.66164542803466        0.021841655613156506
42.3312620023806          5000                     62.99676132085421        0.023988158822780475
40.77364184028158         5000                     63.11442579745122        0.026082910922149302
46.51503919680211         5000                     59.61658919868697        0.016835050289660133
3.6534816644104593        4999.999999999942        66.34651833558954        0.007179658109560009
10.664670284906906        5000                     61.21809315623387        0.03502605811625512
10.556872159112737        5000                     61.105835246753955       0.03503430128650822
10.25484080977072         5000                     66.35836909312124        0.017747809224799106
11.022372115702806        5000.000000000001        61.48965765564599        0.03435205121638068
14.820406990358281        5000                     66.40364319876498        0.020472074279139007
10.668195508207871        5000.000000000001        61.13543299382825        0.03528969821313435
10.612765638527657        5000                     61.07121010591014        0.035286006415012915
10.740015915393839        5000                     61.132967934986745       0.03541518605427231
10.6933620088674          5000.000000000001        61.02255437556916        0.03563234571144107
10.033317281623411        5000                     55.56050724686986        0.04642132956967944
7.737983895825183         5000                     56.8119772273494         0.03686984653577471
11.552404808556169        5000                     61.285727360948194       0.03588243125790671
33.469906280224876        5000                     66.56427208321126        0.020409637863573176
34.093776322891046        5000                     66.56674918429185        0.019907250333351383
33.617349726550984        5000                     65.83269886290915        0.023645858207190295
32.66146343434933         5000                     66.55875414113409        0.020722370012495245
15.595725278011123        5000                     65.73415783051354        0.02400654403874673
19.35677858972667         5000                     62.69827789943706        0.04109786251771556
21.631456506938008        5000                     66.45981142473997        0.02313258796489883
24.202212584291352        5000                     66.49094714387711        0.023152968349628746
20.41390392619466         5000                     63.60806938456243        0.03727579391843826
17.57972528406006         5000                     66.4276684824494         0.021794221617636205
15.863728771045846        5000                     66.4101886765384         0.0211760766323672
3.6676900563433525        5000                     34.2891687759724         0.027308170809218907
4.16675184348653          5000                     32.08651074623325        0.03034457578161775
3.675300199326095         5000                     31.77194363713119        0.027355961885589735
7.885251217592692         5000                     9.146253677838608        0.028626969584691204
7.958714382612261         5000                     8.916233268580104        0.02813174431699084
7.716373795651749         5000                     9.172826065461107        0.028132359190052775
3.708739546539972         4999.999999999942        17.627818327968523       0.024625440248628467
3.6324692742353997        4999.999999999942        3.6324692742353997       0.007151286501924892
40.61145217605963         5000                     7.512683946847338        0.028321244343597323
40.67854501925124         5000                     8.0653326422603          0.02936502575389843
40.95069918724706         5000.000000000001        7.671101759042195        0.027630962003641325
40.533470989857605        5000.000000000001        7.230759090861755        0.02757892502146471
46.30521599486392         5000.000000000058        3.694784005136084        0.007377385030413249
46.31114963870569         5000.000000000057        17.62587146553725        0.023136365385825385
46.28091761045464         5000                     10.540106016747586       0.018655550286929123
43.36472301882304         5000                     12.363593851095278       0.03157194088486882
7.960441948792982         5000                     9.415256744091366        0.029377980315054657
4.3602816597119896        5000                     30.86450903753212        0.03123994528151134
3.68351958084597          5000                     30.4383406014826         0.027309187804444038
8.121601421729789         5000                     9.150142029407784        0.029219998138566055
7.394430523324547         5000                     20.963607762337343       0.04434542399382299
9.324858457324925         5000                     19.178747706350862       0.052358741319999444
8.50623002900638          5000                     21.32369906335842        0.05067291226202636
10.256465802081037        5000                     15.932764916970328       0.047975481511409346
46.431417685446185        5000                     30.435011261826663       0.026553505051704847
45.87046645304095         5000                     31.498563517007746       0.030384215828516917
46.446795803853455        5000                     31.77135632739598        0.02674230504120134
46.45475983239159         5000                     34.296628042703986       0.026626017654503772
39.75240846961479         5000                     3.6130685308758608       0.017696480702783006
34.044784668434104        5000                     3.5443705234178253       0.02093400904815802
10.222303726541577        5000                     3.591629861597714        0.018000596297008353
3.6947668479111           5000                     10.518851585571781       0.01810999873991729
33.43396666944335         5000                     3.5347788732868          0.021317525665465804
33.651038052428284        5000                     4.193112464294915        0.024055556281328452
32.631882668898825        5000                     3.532236997177495        0.02160603625047295
40.01213864013753         5000                     7.520834049687656        0.029413599298121124
12.824769983374319        5000                     5.957064361774405        0.029605211476398136
13.62031794066691         5000                     8.357070510253099        0.038844267852528286
15.40272752357222         5000.000000000001        4.620351462115535        0.02543291827600043
15.558679236257518        5000.000000000001        7.343460691427756        0.03766782899453245
14.796518351406146        5000                     3.5509691435540756       0.020522669842026053
31.87958670093068         5000                     4.450697050360922        0.026804658065429414
20.880741266443195        5000                     4.55391073226367         0.028172358575347597
24.94349532909687         5000                     5.852706039230674        0.036125798571741155
22.278479064092394        5000                     4.145245086780953        0.026763492554473734
21.626525738646666        5000                     3.508846125550554        0.023174159349881478
24.190063624094385        5000                     3.5115200475540833       0.023513775397657793
17.56905791817777         5000                     3.529129815016152        0.021765254698431723
27.110769963597427        5000                     6.530459093323989        0.03983955478381438
27.47924717625569         5000                     3.501701769862435        0.023566765421725644
25.03013404637103         5000                     8.46619103860754         0.04827964280319568
21.09385890581843         5000                     9.528278549374244        0.05132828792606324
21.62014195068958         5000                     11.296585014991233       0.05806103627512702
